"","mean occupancy","sd occupancy","q025","q5","q975","diff"
"Conchapelopia sp. 4XL",0.178418423359607,0.160656703677082,0.0260023071212148,0.126899764913066,0.686056321359062,0.660054014237847
"Conchapelopia sp. BOLD:AAP8992",0.240866865064524,0.25112428030374,0.011416148152368,0.130360152676108,0.892514428171252,0.881098280018884
"Conioscinella sp. TAW3",0.195629940959228,0.235027868169059,0.00221596439078932,0.0926064938678573,0.862196229512462,0.859980265121673
"Constempellina brevicosta",0.183599329059943,0.232379959429196,0.00232947073551529,0.0812533954546186,0.861013028571493,0.858683557835977
"Contacyphon variabilis",0.31161344594737,0.265874599436565,0.0199772765140116,0.223849669625041,0.923554178336136,0.903576901822124
"Cordyla sp. BOLD:AAP6493",0.306397887921235,0.270001498440934,0.019919074448352,0.207213005919994,0.938572547272614,0.918653472824262
"Corticarina minuta",0.217702689605153,0.256128378291932,0.00229458905850622,0.0996602476872134,0.892504619875741,0.890210030817235
"Corynoptera blanda",0.286429504486216,0.256005052479472,0.019337219704121,0.190535579628881,0.922633459764918,0.903296240060797
"Corynoptera sp. BOLD:ACG3227",0.292936548806024,0.261462201528495,0.0175733906605223,0.197895534160065,0.926933757636408,0.909360366975886
"Corynoptera sp. BOLD:ADC2113",0.446735169559981,0.212686965648844,0.144385568402556,0.404927724745202,0.928502556290211,0.784116987887655
"Corynoptera sp. BOLD:ADK6917",0.239812885033246,0.249144565709728,0.0116489493104198,0.136105230112534,0.897635069225241,0.885986119914821
"Corynoptera subtrivialis",0.456923863256302,0.260983854152065,0.0858285300661377,0.413072765248739,0.956875000126867,0.871046470060729
"Craspedolepta schwarzi",0.197797939582704,0.238129008219905,0.00192734495049098,0.0888521416748766,0.868710758501139,0.866783413550648
"Cricotopus sp. 15SG",0.229611165739821,0.267578688111878,0.00226530195483416,0.103785211592548,0.923344827624014,0.92107952566918
"Cricotopus tremulus",0.193330530610532,0.235897273708376,0.00227061718855718,0.0865280508766438,0.865709605710425,0.863438988521868
"Criomorphus sp. SlikokOtu228",0.208969030914478,0.252261284853226,0.00186260427994908,0.0907681954620699,0.892166032168168,0.890303427888219
"Cryptinae sp. BOLD:AAH1778",0.220477152754453,0.264511483889571,0.00208834100868964,0.0930000580472327,0.905575325251689,0.903486984242999
"Cryptinae sp. BOLD:AAN8142",0.236517100537024,0.247464725048131,0.0114229949334791,0.128970639670752,0.908706484699467,0.897283489765988
"Cryptinae sp. BOLD:AAU9435",0.277486328826126,0.251922479680707,0.0151072335912409,0.189132634923851,0.904594506429837,0.889487272838596
"Cryptinae sp. BOLD:ACD0494",0.297865948221439,0.258693733951964,0.017784227938579,0.209505823610024,0.916450450720095,0.898666222781517
"Cryptinae sp. BOLD:ACZ6467",0.299148491274359,0.263744661352139,0.0171426650040572,0.20665540743501,0.920980161851035,0.903837496846978
"Cryptochironomus sp. BOLD:AAI6007",0.0905822546196761,0.104045272762169,0.0094362585576409,0.0612281845625602,0.367137067792686,0.357700809235045
"Culex territans",0.223663270350374,0.242632680222921,0.0136747020800963,0.115736729779404,0.902551957612351,0.888877255532255
"Culicidae sp. SlikokOtu1643",0.304435005672366,0.270324789638639,0.0165106153273514,0.20368277673006,0.943665531568745,0.927154916241393
"Culicinae sp. SlikokOtu1958",0.289567977649518,0.260634308605567,0.0160257458090018,0.196590706957279,0.936796128999358,0.920770383190356
"Culicoides obsoletus",0.203930310203126,0.243067324920179,0.00225914822903717,0.0941962788444289,0.873382812102187,0.87112366387315
"Culicoides stilobezzioides",0.18563842424313,0.23421363254258,0.00156159964786661,0.0814330148340131,0.856428534258906,0.854866934611039
"Culiseta impatiens",0.197778101742369,0.242822505503148,0.002206427155815,0.0874155979631049,0.887427020238201,0.885220593082386
"Culiseta morsitans",0.210532408700272,0.25397022448572,0.002379519826086,0.0902274256235856,0.891455068180455,0.889075548354369
"Cyclosa conica",0.736042861171949,0.170491959304787,0.3881507627946,0.757865331883822,0.98728298830815,0.59913222551355
"Cylindrotoma distinctissima",0.181023398846629,0.22915366171257,0.00172184357358297,0.0783665739455989,0.846821402240018,0.845099558666435
"Dasyhelea modesta",0.201691523344906,0.244193100172322,0.00236085367327904,0.0894554622928996,0.874982543986081,0.872621690312802
"Dasyhelea sp. 23ES",0.216265729501223,0.252778200090104,0.00218669901569098,0.0988731013162492,0.887024428969311,0.88483772995362
"Dasyhelea turficola",0.279285094273789,0.246284764244063,0.0175587316494861,0.190627462884812,0.89027272756411,0.872713995914624
"Dasysyrphus intrudens sp. complex",0.233220669692659,0.274108183641536,0.0018033153682278,0.104228071748121,0.907822386353181,0.906019070984953
"Delia echinata",0.194945523400113,0.236464130899664,0.00197035044745245,0.0899054276488051,0.854792254495915,0.852821904048463
"Delia fabricii",0.296763006875296,0.263911596831494,0.0190024774502971,0.19999023581472,0.917381152406662,0.898378674956365
"Delia lineariventris",0.177809195457283,0.224434793539869,0.001828546283965,0.0762103541942788,0.835289926312717,0.833461380028752
"Delia sp. BOLD:AAG2471",0.199684924946937,0.248342137423613,0.00213720505464105,0.0892088806237608,0.89016629233771,0.888029087283069
"Delia sp. cf. SSEIB12031-13",0.211406011711745,0.251367852976569,0.00254066264639045,0.0948986789492048,0.884838509140421,0.88229784649403
"Delia tenuiventris",0.102020593885935,0.129121743025617,0.00909303345789258,0.0623543066452234,0.523064349572194,0.513971316114302
"Delphacidae sp. SlikokOtu1556",0.189910737335633,0.240350639583777,0.00212705613853751,0.0770102184248059,0.873399615044797,0.871272558906259
"Delphacidae sp. SlikokOtu272",0.334190351874142,0.259336840478408,0.0282966475514208,0.245132347270612,0.9304535134812,0.902156865929779
"Delphacidae sp. SlikokOtu560",0.181323747745181,0.232482908086488,0.00190544802672344,0.0741512622828213,0.850325445179432,0.848419997152709
"Delphacidae sp. SlikokOtu909",0.207112001148302,0.248290452983765,0.00255067776017764,0.0902462093684245,0.867717329219297,0.86516665145912
"Delphacidae sp. SlikokOtu951",0.220275847640935,0.257847095376142,0.00166605224300771,0.103209252579758,0.892571186377374,0.890905134134366
"Delphacodes serrata",0.195851753507105,0.23686952160083,0.00210011272826576,0.0848665071860841,0.85773373733945,0.855633624611185
"Dendroctonus rufipennis",0.286376426871807,0.25780796101145,0.0184918142202633,0.188890055195535,0.92812107461464,0.909629260394377
"Deroceras agreste",0.287786219845696,0.252879528234719,0.0185677599537992,0.201492185005972,0.913398447227418,0.894830687273619
"Deroceras laeve",0.243845636432163,0.2516461025758,0.0143124869579199,0.131073481360532,0.898766717523748,0.884454230565829
"Diapriidae sp. BOLD:AAU8951",0.191046455003082,0.238859701632991,0.00145014877850004,0.082171100280011,0.86363202795552,0.86218187917702
"Diapriidae sp. BOLD:AAU9299",0.289427579392246,0.261644233585554,0.0174755588861199,0.188060649855547,0.932921400667427,0.915445841781307
"Diapriidae sp. BOLD:ACD9846",0.232694931121149,0.240733068109411,0.0140099052758274,0.12925061259228,0.867840625284805,0.853830720008977
"Diapriidae sp. BOLD:ACG3695",0.309058502341179,0.265846576835115,0.018304911595454,0.214068953613349,0.931629055994885,0.913324144399431
"Diapriidae sp. BOLD:ACR7121",0.309847746427759,0.266475449187599,0.0178435765109126,0.216339716619011,0.92252904056048,0.904685464049567
"Diapriidae sp. BOLD:ADD9643",0.322172903188095,0.268925246178382,0.0189711646169476,0.233162496201218,0.938967585453184,0.919996420836237
"Diapriidae sp. SlikokOtu1192",0.299544536512296,0.26043621318433,0.0173882773813707,0.21293621500792,0.928412165718633,0.911023888337262
"Diapriidae sp. SlikokOtu1208",0.28528588532029,0.251871784736256,0.0170876917632085,0.197272263433119,0.91059695048903,0.893509258725821
"Diapriidae sp. SlikokOtu1292",0.318504218168827,0.261655606300731,0.0210840495173659,0.237198450810132,0.926249945290054,0.905165895772688
"Diapriidae sp. SlikokOtu1464",0.285677293003846,0.248589069332748,0.0158982968630188,0.198838372458517,0.885992263339867,0.870093966476848
"Diapriidae sp. SlikokOtu1806",0.312239464758086,0.264289192487415,0.0182490096447562,0.217338329390161,0.931877348960402,0.913628339315646
"Diapriidae sp. SlikokOtu1807",0.314718333694275,0.273049104205685,0.0161056256884705,0.219157304325459,0.946072335293118,0.929966709604647
"Diapriidae sp. SlikokOtu2017",0.275443685583367,0.252969976425785,0.0171748749711166,0.181529769987555,0.899081208593739,0.881906333622622
"Diapriidae sp. SlikokOtu2018",0.269972339340771,0.245235761343365,0.0151749668655612,0.17830443380597,0.899362028850538,0.884187061984977
"Diapriidae sp. SlikokOtu2019",0.291168498458697,0.257036174659026,0.0185219239966594,0.198974666997943,0.913124515671459,0.8946025916748
"Diapriidae sp. SlikokOtu2020",0.316629579414895,0.275196130279581,0.0186409851930232,0.214910194591278,0.946925062319097,0.928284077126074
"Diapriidae sp. SlikokOtu2345",0.298983217109945,0.259130025962547,0.0190089715377679,0.20820811160259,0.905616461809943,0.886607490272176
"Diapriidae sp. SlikokOtu2346",0.309300092689993,0.275634410679816,0.0167127341293618,0.207838343890739,0.950940460548389,0.934227726419027
"Diapriidae sp. SlikokOtu621",0.293390243173555,0.259981457759568,0.0180481790559685,0.196711230845199,0.92025065054385,0.902202471487882
"Diapriidae sp. SlikokOtu783",0.290665459280805,0.256830238393892,0.0187102032372758,0.204954078993083,0.920823114524181,0.902112911286905
"Diastata vagans",0.301301247632487,0.267089452796304,0.0170860179957302,0.201518497819748,0.933038306937936,0.915952288942206
"Dichelotarsus fissilis",0.206617730622237,0.24770827565234,0.00183099182428925,0.0954511149402416,0.889861490320863,0.888030498496574
"Dichelotarsus heteronychus",0.197585132861271,0.24788190251951,0.00216022770717754,0.0828458922234267,0.890692638888711,0.888532411181534
"Dichelotarsus laevicollis",0.213132739175741,0.247925879278709,0.00204958386126424,0.0962976680046515,0.89169068226259,0.889641098401326
"Dichopygina sp. BOLD:AAP8780",0.487284775555571,0.25462183629147,0.0998593544861167,0.452620018077693,0.973628718872789,0.873769364386672
"Dicranomyia sp. BOLD:AAI1350",0.185239805919991,0.227075671959419,0.00235450245784787,0.0867908798217156,0.83987984166167,0.837525339203823
"Dicranomyia sp. SlikokOtu1572",0.188564313767775,0.242197959703482,0.0019842428728884,0.0799982968716348,0.885032272399631,0.883048029526743
"Dicranomyia sp. SlikokOtu2072",0.208399332311823,0.252813189317392,0.00168395625183525,0.0891199744862366,0.894643360619773,0.892959404367937
"Dicrotendipes modestus",0.3771871052092,0.172961318829114,0.152875522787617,0.337629478628498,0.852585387343483,0.699709864555866
"Dictyna arundinacea",0.252968438730627,0.118577656237696,0.100411820343266,0.230204686973638,0.581979860010488,0.481568039667221
"Dictyna brevitarsa",0.311710349659678,0.262224554529445,0.0197197586836575,0.226541125672982,0.922844181821662,0.903124423138005
"Dictyna uncinata",0.455609021852891,0.24945419324404,0.0995760184607878,0.410628024887415,0.966538931319267,0.866962912858479
"Dicyrtomidae sp. BOLD:AAN5070",0.221504023381414,0.263150776778105,0.00159888171464635,0.0973496015164087,0.90403054062613,0.902431658911484
"Dicyrtomidae sp. BOLD:ACU7232",0.385094613738887,0.262858136545155,0.0432856212390625,0.321762834803024,0.945181566372396,0.901895945133333
"Dikraneura sp. BOLD:AAO8307",0.455041892319656,0.263039520439843,0.0787776994683743,0.405665178793294,0.96568059826979,0.886902898801416
"Dikraneura sp. BOLD:AAV0227",0.568493293529619,0.174315486555163,0.294367900164415,0.542070918272037,0.949595198210716,0.655227298046301
"Dikraneura sp. SlikokOtu1253",0.302549106328424,0.258991008397556,0.0202226763588465,0.215869909294814,0.922181787041774,0.901959110682927
"Dikraneura sp. SlikokOtu1559",0.184788033005887,0.2341992193398,0.00195282946617411,0.0795363885035362,0.869262349914241,0.867309520448067
"Dilophus femoratus",0.202629809034184,0.248876101766886,0.00233481062653673,0.0845732899120252,0.919916507694579,0.917581697068042
"Dinotrema sp. jft01",0.224533188880976,0.229488165325447,0.0125095373208885,0.12757809747161,0.839311323883078,0.82680178656219
"Diplazon sp. BOLD:AAD1879",0.234216529161436,0.246969226882503,0.0103372809649979,0.122048617357582,0.896994314765685,0.886657033800687
"Diptera sp. SlikokOtu115",0.286672315387351,0.258894128257431,0.0169224046555734,0.187756093135159,0.926651870143237,0.909729465487664
"Diptera sp. SlikokOtu1214",0.234864372337656,0.24546113238727,0.0127719713053302,0.127485699329388,0.889809516181919,0.877037544876588
"Diptera sp. SlikokOtu1286",0.232817507990979,0.243863478021362,0.0133520056927137,0.130612402939553,0.896240660453039,0.882888654760326
"Diptera sp. SlikokOtu1341",0.251044203341094,0.258275600835768,0.0112377962728708,0.141048013642799,0.923849879129736,0.912612082856865
"Diptera sp. SlikokOtu1548",0.251606243331918,0.252229853497086,0.014015362949452,0.142815189257527,0.909245226793135,0.895229863843683
"Diptera sp. SlikokOtu1738",0.205820109065012,0.244449003183522,0.00205172210807617,0.0975994578669635,0.885477816138375,0.883426094030298
"Diptera sp. SlikokOtu1798",0.300645996701385,0.263498767592206,0.0193849786630891,0.205643857230487,0.927079813322521,0.907694834659432
"Diptera sp. SlikokOtu1819",0.184552933332526,0.232953128106087,0.00187284900619621,0.082057661917244,0.868819032588745,0.866946183582548
"Diptera sp. SlikokOtu1847",0.189170559382331,0.230297197251512,0.00203454508092494,0.0832826119793502,0.811125024787319,0.809090479706394
"Diptera sp. SlikokOtu1909",0.199085875820994,0.239767575939579,0.00176883158803799,0.0890847391750458,0.855721049376128,0.85395221778809
"Diptera sp. SlikokOtu1986",0.306878300198856,0.271886951271858,0.0185858581040047,0.203061966949127,0.947948704181539,0.929362846077535
"Diptera sp. SlikokOtu2041",0.206604902491155,0.245943797863581,0.00204159541177468,0.0949369092967347,0.882190643806509,0.880149048394734
"Diptera sp. SlikokOtu2195",0.217321370692012,0.233037358309042,0.0132961787137997,0.115795907888693,0.874347763172694,0.861051584458895
"Diptera sp. SlikokOtu2276",0.299287982334615,0.261144433151885,0.0184095733956965,0.202160505490757,0.907319256494692,0.888909683098996
"Diptera sp. SlikokOtu2326",0.294193531078526,0.26001824788348,0.0186019164669211,0.196545195460708,0.910774891549691,0.89217297508277
"Diptera sp. SlikokOtu627",0.217625446540447,0.234945625384218,0.0106782591158397,0.118256038491869,0.883760758801859,0.87308249968602
"Diptera sp. SlikokOtu937",0.236089788880075,0.249757910946132,0.0128272633360499,0.126514136952145,0.904050764255433,0.891223500919383
"Ditomyiidae sp. BOLD:AAP8153",0.288841814094808,0.252289936573136,0.0195405507111166,0.200607835846311,0.910878709560358,0.891338158849241
"Dolerus gessneri",0.205121375571934,0.220148854795815,0.0118363890008507,0.114828732621896,0.842386094560935,0.830549705560084
"Dolerus sp. SlikokOtu789",0.20715898430609,0.2431150308061,0.00242370671368786,0.0974266925283422,0.862740292235769,0.860316585522081
"Dolerus subfasciatus",0.231503526498412,0.248165464810231,0.0116075202704057,0.12441925660848,0.912273843310858,0.900666323040453
"Dolichopodidae sp. BOLD:ACC7206",0.222353322525445,0.237010915939385,0.0126263644350876,0.124295769130116,0.893526141907032,0.880899777471945
"Dolichovespula arenaria",0.29538056413998,0.26415155600834,0.0176188523196802,0.197069282513469,0.926514606050063,0.908895753730383
"Dorylomorpha albitarsis",0.197548622000293,0.243587240828176,0.00238890023828549,0.0833110578543828,0.881358650221469,0.878969749983184
"Dorylomorpha xanthopus",0.291338623885362,0.254754947584951,0.0188851759526552,0.202223196704016,0.91118089438441,0.892295718431755
"Draeculacephala sp. BOLD:AAG8811",0.337179448274822,0.26063759962619,0.0360149448561491,0.250531028845856,0.930861125721272,0.894846180865123
"Drosophila affinis",0.277126770114427,0.24710961736914,0.0179028128212256,0.186249972237188,0.877332158979806,0.859429346158581
"Drosophila neotestacea",0.288741110550153,0.258750953736699,0.0142250057186762,0.194542451175445,0.921130929497115,0.906905923778439
"Drosophila sp. BOLD:ACC5507",0.30139328115068,0.260249443850836,0.0200848027690024,0.211724982653966,0.919027324280092,0.898942521511089
"Drosophila subquinaria",0.296390720462922,0.261708625191479,0.017555302948844,0.203225550822247,0.933318923682384,0.91576362073354
"Drosophilidae sp. BOLD:ACA9551",0.222690508694721,0.184492595138507,0.0421227981657938,0.162491378610844,0.800479605111355,0.758356806945561
"Dynatosoma sp. BOLD:ACL3264",0.235804316961312,0.245808693813538,0.0126798325189786,0.126780929476259,0.868023171028307,0.855343338509329
"Dysstroma citrata",0.190922336550246,0.228327769986394,0.00218729801268811,0.0893536678555309,0.821036193038747,0.818848895026059
"Eanus decoratus",0.199433496548782,0.242630748880111,0.00247363405197005,0.0890745922068836,0.871509069147487,0.869035435095517
"Elasmostethus interstinctus",0.292470665034963,0.200267024025042,0.0668919413815431,0.230145446042306,0.845162710517907,0.778270769136364
"Elymana inornata",0.103583097432213,0.122399857360622,0.00839603231379943,0.0652282841071321,0.477948426253714,0.469552393939914
"Emblyna annulipes",0.331992951525056,0.252207759889737,0.0359146825047064,0.26095480547622,0.914338631959856,0.87842394945515
"Emblyna manitoba",0.343664745877383,0.262962897358665,0.0360753503357628,0.260737096725764,0.926345676996146,0.890270326660383
"Empididae sp. BOLD:AAF9792",0.304911394246856,0.209206334931862,0.0678548644378507,0.240213532001068,0.898552414904217,0.830697550466366
"Empididae sp. BOLD:AAP8917",0.198721682741111,0.243737541529907,0.00190677137277686,0.0872896918182399,0.871244970972849,0.869338199600073
"Empididae sp. SlikokOtu2000",0.225558410090945,0.249354041669925,0.0115758307807926,0.115840920107942,0.915329355493278,0.903753524712485
"Encyrtidae sp. SlikokOtu765",0.216975669181159,0.258014636075081,0.0022084357576154,0.0966409602890433,0.908252630578767,0.906044194821151
"Entomobrya nivalis",0.361305725239427,0.256719440522156,0.0407379448562596,0.28990963509482,0.931213242052316,0.890475297196056
"Enytus apostata",0.208743453433173,0.258318045824237,0.00183169018977002,0.0835581537608302,0.887149812247974,0.885318122058204
"Ephedrus incompletus",0.294908970608343,0.262270307337551,0.0188574245746867,0.204295016787014,0.931527912630655,0.912670488055968
"Ephedrus lacertosus",0.463665305797652,0.259172202646422,0.0830457821268142,0.423670946705608,0.960135934560099,0.877090152433284
"Ephedrus plagiator",0.193862876175264,0.235432441788608,0.0018234496490379,0.0862077262812153,0.862447769608418,0.86062431995938
"Ephedrus sp. SlikokOtu1477",0.205793225855714,0.243752089518554,0.00191175914001129,0.096348570964837,0.857818325705612,0.855906566565601
"Epinotia albangulana",0.198112564876985,0.24763057994341,0.0025092270567079,0.0857827618062319,0.890791195667961,0.888281968611253
"Eremobina claudens",0.197926099972944,0.243543438020422,0.00228188159099,0.0890808440182563,0.882389383830365,0.880107502239375
"Erigone atra",0.18259686061973,0.227647036868725,0.00197969123303572,0.08292206134553,0.860074040097774,0.858094348864738
"Erioptera sp. BOLD:ABV1765",0.167251441493228,0.221305683251738,0.00151247670324194,0.0682799236977907,0.859768972991199,0.858256496287958
"Erioptera sp. BOLD:ABW8836",0.35250690281239,0.26707530212744,0.0345606729879614,0.271512593083461,0.935385546427552,0.900824873439591
"Errastunus ocellaris",0.30232911373571,0.261255018045787,0.0172326558221544,0.213583141529224,0.925691278928897,0.908458623106743
"Estrandia grandaeva",0.413248492374107,0.248853190091207,0.0780497444247313,0.361995362651788,0.945320863349168,0.867271118924437
"Euceraphis borealis",0.217917661860222,0.260848369443266,0.00228248679655433,0.09255133574282,0.908285159546174,0.90600267274962
"Euceraphis papyrifericola",0.39795658628351,0.254498618740211,0.0643089429355415,0.33884590920101,0.940187753569957,0.875878810634416
"Euceraphis sp. SlikokOtu666",0.199693140596043,0.246328586572735,0.00197194289691751,0.0849741969421336,0.870663145103391,0.868691202206473
"Euclytia flava",0.394139798862481,0.266706872202808,0.0451485525847728,0.328937429459685,0.946135994564153,0.900987441979381
"Euclytia sp. SlikokOtu889",0.295977387515971,0.258555634664968,0.0181383479582839,0.204927370762419,0.906958108015985,0.888819760057701
"Euconulus fulvus",0.101036944844009,0.127145182775744,0.00895680154612269,0.0636873200516592,0.487573076368392,0.478616274822269
"Eudorylas sabroskyi",0.191679787071984,0.236492513699972,0.00231094368115003,0.0880341823663724,0.865117803323433,0.862806859642283
"Eudorylas slovacus",0.220959245656713,0.180055558518936,0.0435702905987471,0.160420384033423,0.759211494516146,0.715641203917399
"Eudorylas sp. SlikokOtu2104",0.178827899455342,0.224937300079533,0.00179827416379812,0.0777581745571426,0.851723438731837,0.849925164568039
"Euhybus triplex",0.188059261964249,0.232311207764835,0.00163791992297711,0.0829505171581743,0.823575716278674,0.821937796355697
"Eulophidae sp. SlikokOtu1846",0.201500088991671,0.240840695608062,0.00217078918610272,0.0951990126882882,0.880688792724929,0.878518003538826
"Eulophidae sp. SlikokOtu2155",0.204817967969177,0.245615225960415,0.00184840656441968,0.094509111961219,0.874640117477791,0.872791710913372
"Eupeodes lapponicus",0.19843305734279,0.239918684470842,0.00253949655779597,0.0850388202211571,0.852139795893625,0.849600299335829
"Eupeodes sp. SlikokOtu453",0.218361003763917,0.260488488049097,0.00223310167677558,0.102599060656175,0.898130317134645,0.895897215457869
"Eupithecia cf. misturata",0.192514115791307,0.238129980443425,0.00240388416922924,0.0848822907487124,0.87040161469364,0.86799773052441
"Eupodidae sp. BOLD:AAL8163",0.300217887653702,0.260622632287796,0.0175665115007093,0.213529682214257,0.917609545982291,0.900043034481582
"Eurois occulta",0.297776743882844,0.26444194248212,0.0193161978958107,0.197898367126732,0.931831511870692,0.912515313974881
"Euscelis sp. BOLD:ACG7815",0.215515667047009,0.225738551992812,0.012859891985112,0.124781666336396,0.857715553912699,0.844855661927587
"Euthyneura sp. BOLD:AAF9859",0.387103292974587,0.263797917577341,0.0488405358564834,0.321496581043773,0.940343172856144,0.89150263699966
"Evacanthus acuminatus",0.225520488500102,0.264483796469225,0.00226129299686445,0.0982900919223703,0.912552707488239,0.910291414491375
"Evacanthus grandipes",0.20559600284788,0.251062392384717,0.00189934910861067,0.0900836866999913,0.886184971816979,0.884285622708368
"Evacanthus sp. nr. BOLD:ACW2814",0.188491970957415,0.229124195159651,0.00229205004998438,0.0885210591019823,0.838251363198503,0.835959313148519
"Exechia borealis",0.273621053342298,0.246308721722343,0.0154870432447517,0.185946750816982,0.884330800555454,0.868843757310703
"Exechia contaminata",0.17703420996757,0.228426177048333,0.00202023997870937,0.0744169550873504,0.840054801394918,0.838034561416209
"Exechia frigida",0.390723871737752,0.256498869948643,0.0462523141940834,0.334361920246019,0.931567623697223,0.88531530950314
"Exechia parva",0.254491777846833,0.264956750758975,0.0128953562824228,0.13661788036474,0.924861766725394,0.911966410442971
"Exechia sp. BOLD:AAM8996",0.295693938457368,0.255027000949875,0.0182893795576392,0.203597695531338,0.905209968399427,0.886920588841788
"Exechia sp. BOLD:AAQ3544",0.486291522429363,0.252770206492232,0.0987526555076815,0.458896872286479,0.965053121581101,0.86630046607342
"Exechia sp. BOLD:ACC3725",0.362742758176001,0.263922083381943,0.0413251418775873,0.283826508791361,0.940484990819768,0.89915984894218
"Exechia sp. BOLD:ACO2323",0.375881433291149,0.261878330606662,0.0451487596754641,0.31125219678605,0.954527187429439,0.909378427753975
"Exechia sp. BOLD:ACX9219",0.291541443870438,0.259266497592435,0.0176636051091042,0.19855568098093,0.914216372109954,0.89655276700085
"Exechia sp. SlikokOtu1639",0.316447005213488,0.269229971504808,0.0181161604812681,0.227432636997615,0.929772206206596,0.911656045725328
"Exechia sp. SlikokOtu1955",0.270971070505716,0.243439575699346,0.0181645948120489,0.1803602317183,0.878383028777006,0.860218433964957
"Exechia sp. SlikokOtu887",0.302512327799852,0.256330187443047,0.0189299038439037,0.221347257264545,0.927122007445618,0.908192103601714
"Exechia unimaculata",0.329587057142493,0.275247626271342,0.0186404210875545,0.232194355906598,0.944620428638309,0.925980007550755
"Exechiopsis sp. BOLD:ACI5770",0.222662392711932,0.26406593651438,0.00184454227294913,0.096482541808359,0.907756386010071,0.905911843737122
"Exothecinae sp. BOLD:AAM7467",0.233428737426124,0.245745964712441,0.0122019442965916,0.125943700726142,0.899170366402034,0.886968422105442
"Fannia aethiops",0.204878445928842,0.244288973300205,0.00203064857162416,0.0943743233676715,0.897792774658605,0.895762126086981
"Fannia brooksi",0.292483363023239,0.255910689153324,0.0186362157242832,0.200866291511364,0.918893190287454,0.900256974563171
"Fannia ciliatissima",0.231916111790656,0.241012170566099,0.0127003332420541,0.135599354749814,0.898834256029357,0.886133922787302
"Fannia metallipennis",0.202987892131784,0.239504157492759,0.00317258914566657,0.0940381540372064,0.846236473516496,0.84306388437083
"Fannia postica",0.53443334586849,0.246243717497037,0.148383502738743,0.501435563615376,0.975008235797378,0.826624733058636
"Fannia serena",0.196603703049904,0.248353192724278,0.00191397305832098,0.0810197813733431,0.895772446923899,0.893858473865578
"Fannia sp. BOLD:ABY7010",0.278035284960858,0.208786130124279,0.0467005641642705,0.207189414279863,0.833883949294069,0.787183385129798
"Fannia sp. cf. CNKOD598-14",0.192343899979575,0.240983503239595,0.0024718345111296,0.0811834721134595,0.895723294448238,0.893251459937108
"Fannia sp. SlikokOtu1881",0.21571877295205,0.251729165222073,0.00211342983701006,0.101808285674579,0.87274790744336,0.87063447760635
"Fannia sp. SlikokOtu1956",0.291973695238829,0.256080950567073,0.0189030453369685,0.204161065307272,0.912029358168283,0.893126312831315
"Fannia sp. SlikokOtu735",0.200895916941989,0.242711196097255,0.00211330768886828,0.0859673583147887,0.864826201233404,0.862712893544536
"Fannia sp. SlikokOtu974",0.219534268924775,0.263926745504772,0.00207763826756147,0.0959110286856048,0.936293404095197,0.934215765827636
"Fannia sp. SSBAE218-13",0.369842860014184,0.239659142111648,0.0598836101999349,0.306808323140325,0.90485607398854,0.844972463788605
"Fannia sp. SSJAF3282-13",0.623357608509972,0.215695981500551,0.23225926187373,0.625399487724762,0.976776775321189,0.744517513447459
"Fannia spathiophora",0.205828154782332,0.249699257392171,0.00255317673289875,0.093117910957322,0.90348362471295,0.900930447980051
"Fannia subpellucens",0.371676178456825,0.263288449615517,0.0428109510055066,0.296149709950854,0.935945808114152,0.893134857108645
"Fannia verrallii",0.293147975823184,0.259487046541717,0.0199673718767919,0.200447519836855,0.931051649646069,0.911084277769277
"Forcipata loca",0.21779302055229,0.232861039497963,0.0113862246792784,0.117431843726591,0.879545704680403,0.868159480001125
"Forcipomyia sp. BOLD:ACC8289",0.298196365889342,0.259560461897466,0.0172643981494997,0.209638835826843,0.919078123279878,0.901813725130378
"Formica aserva",0.307255870495178,0.264472812938513,0.0200384095494634,0.213786607266633,0.933194005809657,0.913155596260193
"Galerucella nymphaeae",0.278756921348014,0.245426734411245,0.0158317751020283,0.19531797735231,0.909583986756556,0.893752211654528
"Gelis sp. BOLD:AAA6283",0.195718541513906,0.24184960771399,0.00220419737285745,0.0850744446261839,0.882236012643585,0.880031815270728
"Glyptotendipes cf. cauliginellus",0.347027777148063,0.269261473945735,0.0353270610824939,0.252683670271322,0.944344030874856,0.909016969792362
"Gymnophora subarcuata",0.30629106433018,0.265204965881418,0.0185706991353906,0.213956808460903,0.931572396434867,0.913001697299476
"Haematobosca alcis",0.296624482774802,0.261693485449978,0.0175661810016695,0.199505886351681,0.928726740978026,0.911160559976356
"Hebecnema nigra",0.278777575806373,0.257037155228154,0.0179488709188168,0.18113612956556,0.913773165810872,0.895824294892055
"Heleomyzidae sp. BOLD:AAG0465",0.452755227618438,0.242789411016753,0.105876614932777,0.408780758669682,0.945699873113878,0.839823258181101
"Heleomyzidae sp. SlikokOtu1810",0.206280634865365,0.247360493821545,0.00245880873570554,0.0934890881563598,0.880178148310522,0.877719339574816
"Helictes borealis",0.290459618930903,0.256262944926087,0.0159098909427447,0.204312335027055,0.913782798740503,0.897872907797759
"Helina annosa",0.298005124727701,0.26033211371786,0.0166225005183875,0.207098628491981,0.927116986794439,0.910494486276052
"Helina evecta",0.345971924806237,0.263930575060127,0.0371991799596228,0.262185108637463,0.941553977257143,0.90435479729752
