"","mean occ diff","sd mean occ diff","q025","q5","q975","diff"
"Coenosia morrisoni",-0.175073729180895,0.359057852980567,-0.81599464812249,-0.190313631541352,0.643897869510523,1.45989251763301
"Coenosia sp. SlikokOtu2038",-0.0407757014214919,0.341236677447848,-0.762169497042008,-0.0505641032966876,0.729105246941415,1.49127474398342
"Coleophora canadensisella",-0.0277707330634698,0.343617077243166,-0.788099226054541,-0.0230649580054908,0.714190496610279,1.50228972266482
"Coleophora glitzella",-0.132489769721881,0.353299545523044,-0.841407239726649,-0.090297722493295,0.623488245072179,1.46489548479883
"Columella sp. BOLD:ABV1789",0.305919048887375,0.341625037302834,-0.461325468485693,0.310281775202442,0.900719827464855,1.36204529595055
"Conchapelopia americana",0.0140646429388152,0.299644752293583,-0.578886615130906,-0.0431251036188903,0.730509763613206,1.30939637874411
"Conchapelopia sp. 4XL",0.0105023789712386,0.280230763731252,-0.71366781079419,0.043925025311745,0.592600601601812,1.306268412396
"Conchapelopia sp. BOLD:AAP8992",0.0359695758031829,0.357041563761849,-0.785089919637387,0.029059478488685,0.800640655554552,1.58573057519194
"Conioscinella sp. TAW3",-0.119440340727139,0.354314735834202,-0.828133321048161,-0.0954476336446527,0.665447811011275,1.49358113205944
"Constempellina brevicosta",-0.196826123653566,0.361020699260603,-0.887712160385742,-0.174960724825631,0.616514701614877,1.50422686200062
"Contacyphon variabilis",0.112902631943757,0.363461041199581,-0.666906905601519,0.0853488340027251,0.83366381558591,1.50057072118743
"Cordyla sp. BOLD:AAP6493",0.11137519856323,0.36277733706803,-0.660039860974613,0.0754505426359309,0.86790632227602,1.52794618325063
"Corticarina minuta",-0.0717735928965976,0.373597961277602,-0.82962812665325,-0.0640892989728349,0.788242700138922,1.61787082679217
"Corynoptera blanda",0.0967001228939586,0.363031278887936,-0.730063390620012,0.0789184467340359,0.844645903532172,1.57470929415218
"Corynoptera sp. BOLD:ACG3227",0.110507503631628,0.341893980537714,-0.622818025642201,0.0781252008273916,0.828489478480802,1.451307504123
"Corynoptera sp. BOLD:ADC2113",0.265049338745706,0.314460304321539,-0.471661003846813,0.275125950953865,0.834805175761103,1.30646617960792
"Corynoptera sp. BOLD:ADK6917",0.0242119078179359,0.356775784451035,-0.786593025767026,0.0304180817121738,0.781681405715747,1.56827443148277
"Corynoptera subtrivialis",0.269302312407379,0.363049062812236,-0.54376743564135,0.256642381671872,0.897107192421943,1.44087462806329
"Craspedolepta schwarzi",-0.215558989021086,0.304269460131167,-0.799349934009562,-0.230018448031206,0.499116299123402,1.29846623313296
"Cricotopus sp. 15SG",-0.043853974568254,0.363898096310443,-0.800243152683705,-0.0529833888173433,0.732405752123687,1.53264890480739
"Cricotopus tremulus",-0.0793209730735498,0.340069380188254,-0.80781786719506,-0.0647067038428003,0.682875175822881,1.49069304301794
"Criomorphus sp. SlikokOtu228",-0.344457610599484,0.345574713651637,-0.918370134752782,-0.362502622051775,0.442584178633006,1.36095431338579
"Cryptinae sp. BOLD:AAH1778",-0.0825809151790939,0.381519236749494,-0.824848250796493,-0.0823924977737095,0.766416962618646,1.59126521341514
"Cryptinae sp. BOLD:AAN8142",0.0362054685919323,0.350848701438495,-0.777456282274464,0.0337186867921283,0.78499137970544,1.5624476619799
"Cryptinae sp. BOLD:AAU9435",-0.00876161580452067,0.350158241016206,-0.744346595806355,-0.00983351572173473,0.735760855178716,1.48010745098507
"Cryptinae sp. BOLD:ACD0494",0.106640932664694,0.346157151876817,-0.650671406435529,0.0777127330166066,0.817951255952405,1.46862266238793
"Cryptinae sp. BOLD:ACZ6467",0.0677940821705995,0.377590956309157,-0.76899206059954,0.0603826423070424,0.818187038114167,1.58717909871371
"Cryptochironomus sp. BOLD:AAI6007",-0.109936635964384,0.272426656479339,-0.823550047674513,-0.0211914311114676,0.295254257229573,1.11880430490409
"Culex territans",0.0178750429731084,0.354162895511286,-0.738575025280121,0.0213481734822444,0.812913050601321,1.55148807588144
"Culicidae sp. SlikokOtu1643",0.0890635522704279,0.368663326586829,-0.719430456178632,0.0678810743111622,0.833211331559456,1.55264178773809
"Culicinae sp. SlikokOtu1958",0.108668122449439,0.34431429520959,-0.632384578425162,0.071277351513425,0.826742327875169,1.45912690630033
"Culicoides obsoletus",-0.0759990466349088,0.346906146676997,-0.791610480573855,-0.0649255342907187,0.709961588329198,1.50157206890305
"Culicoides stilobezzioides",-0.0547985829555674,0.336026072320602,-0.781500018535591,-0.0430241594303605,0.736100489930854,1.51760050846644
"Culiseta impatiens",-0.250522895427447,0.355252945395279,-0.881300124975596,-0.245959313679348,0.579923903169751,1.46122402814535
"Culiseta morsitans",-0.10381020395292,0.356019430713999,-0.822486145278788,-0.10110595479116,0.699756646606881,1.52224279188567
"Cyclosa conica",0.0622757725309722,0.253478652300648,-0.442816026579648,0.0706842682855769,0.518070567716824,0.960886594296472
"Cylindrotoma distinctissima",-0.103745069327931,0.340933111399285,-0.814865858616138,-0.0820672091860404,0.656143923297926,1.47100978191406
"Dasyhelea modesta",-0.0398370018885994,0.35197802789938,-0.802379677532725,-0.0288753840282138,0.731565131345614,1.53394480887834
"Dasyhelea sp. 23ES",-0.0789051803671536,0.372813482144037,-0.813920554186492,-0.0639188951345774,0.745053274107979,1.55897382829447
"Dasyhelea turficola",0.0776445831055611,0.345321419600112,-0.659312585141574,0.0680521095412252,0.794354420878237,1.45366700601981
"Dasysyrphus intrudens sp. complex",-0.0667061301854017,0.388379198236011,-0.860323492279752,-0.0620883062225131,0.755731857643634,1.61605534992339
"Delia echinata",-0.169280955733932,0.349105231877208,-0.8593677980734,-0.15050874627825,0.579755908616157,1.43912370668956
"Delia fabricii",0.10253739826149,0.361251003556224,-0.735271802523697,0.0791652611024051,0.813210179146783,1.54848198167048
"Delia lineariventris",-0.0404225210749168,0.294323692325154,-0.685902374244548,-0.0667967786756754,0.656145162610604,1.34204753685515
"Delia sp. BOLD:AAG2471",-0.135471161210546,0.376897681546852,-0.882835771888758,-0.119637883569328,0.69728759814652,1.58012337003528
"Delia sp. cf. SSEIB12031-13",-0.0856466572230957,0.376314559304927,-0.820624403949506,-0.0764587154787533,0.740403124259051,1.56102752820856
"Delia tenuiventris",-0.0765340551011722,0.260698812593574,-0.738635892048112,-0.00904067084528994,0.421197118708236,1.15983301075635
"Delphacidae sp. SlikokOtu1556",-0.130068490023565,0.337722517925415,-0.828717021139693,-0.10939662153078,0.63464303872664,1.46336005986633
"Delphacidae sp. SlikokOtu272",0.0156478317446859,0.372244400150027,-0.714934208348984,0.00708591088326038,0.772953449332549,1.48788765768153
"Delphacidae sp. SlikokOtu560",-0.168705859056816,0.356679875812615,-0.879431679114233,-0.140920505532868,0.6350929045581,1.51452458367233
"Delphacidae sp. SlikokOtu909",-0.1172261017228,0.353508603677888,-0.847489194455379,-0.104525375216179,0.671900633362561,1.51938982781794
"Delphacidae sp. SlikokOtu951",-0.0175699564478326,0.36805149222215,-0.805532065264285,-0.0226504597855368,0.793197621508523,1.59872968677281
"Delphacodes serrata",0.0973545818006087,0.270663959352493,-0.378147735289162,0.0227121334032954,0.786504167665713,1.16465190295488
"Dendroctonus rufipennis",0.0815915668487215,0.36294014460619,-0.682240278927901,0.0613701797178003,0.821698375555265,1.50393865448317
"Deroceras agreste",0.103807008389933,0.341114772516061,-0.670749148213772,0.0851274625962368,0.80936948267969,1.48011863089346
"Deroceras laeve",0.031729628721573,0.356586428803904,-0.770474983207945,0.0297508487023492,0.777748801950488,1.54822378515843
"Diapriidae sp. BOLD:AAU8951",-0.126515013616793,0.353085135017493,-0.838359921237181,-0.101436131769778,0.651932312825558,1.49029223406274
"Diapriidae sp. BOLD:AAU9299",0.102173865590929,0.35434427578852,-0.690380152464161,0.0732347840280434,0.825803788543904,1.51618394100807
"Diapriidae sp. BOLD:ACD9846",-0.0659297471614403,0.356471592503696,-0.812447635256517,-0.0399416970258426,0.704984713547265,1.51743234880378
"Diapriidae sp. BOLD:ACG3695",0.0922368005304655,0.380397055529873,-0.729207330051563,0.0758060863484527,0.870840337083441,1.600047667135
"Diapriidae sp. BOLD:ACR7121",0.128315147735283,0.357054098010432,-0.663620493015306,0.0903277428143464,0.836107291046241,1.49972778406155
"Diapriidae sp. BOLD:ADD9643",0.131299725884363,0.364025742347709,-0.643768523725587,0.101370904261396,0.871940980144379,1.51570950386997
"Diapriidae sp. SlikokOtu1192",0.108084717720429,0.358075455383982,-0.712060708785695,0.0866480560894936,0.837689868422697,1.54975057720839
"Diapriidae sp. SlikokOtu1208",0.0883250925326074,0.357503358024677,-0.717063064161532,0.0803183698750299,0.80779036941736,1.52485343357889
"Diapriidae sp. SlikokOtu1292",0.147460526800689,0.347292321035285,-0.581953655603969,0.114000528057659,0.849775342322656,1.43172899792663
"Diapriidae sp. SlikokOtu1464",0.110429293400233,0.341168107280033,-0.679666906189546,0.0890622283885658,0.804535658507568,1.48420256469711
"Diapriidae sp. SlikokOtu1806",0.119349903330403,0.358120956803353,-0.686046139387188,0.0863305601737605,0.838240478808628,1.52428661819582
"Diapriidae sp. SlikokOtu1807",0.129436801222576,0.362484978266377,-0.71196320115979,0.0989054568005354,0.848096220264238,1.56005942142403
"Diapriidae sp. SlikokOtu2017",0.0917944105397892,0.346397364920769,-0.662453753338957,0.0635934232691648,0.820010885332042,1.482464638671
"Diapriidae sp. SlikokOtu2018",0.0888130695448943,0.334288975982396,-0.671750344053911,0.0678164085203673,0.806045539217135,1.47779588327105
"Diapriidae sp. SlikokOtu2019",0.0740078765149238,0.354544303067361,-0.670991808600639,0.0612447792723769,0.818212673485737,1.48920448208638
"Diapriidae sp. SlikokOtu2020",0.126251740072304,0.348582525982811,-0.617857614436865,0.0931488712405073,0.850032432756631,1.4678900471935
"Diapriidae sp. SlikokOtu2345",0.0875209180811226,0.360747734504575,-0.722107932937888,0.0737316380372106,0.800077699978365,1.52218563291625
"Diapriidae sp. SlikokOtu2346",0.102083268089368,0.367970647768615,-0.699654982781323,0.080682441270762,0.856021087798644,1.55567607057997
"Diapriidae sp. SlikokOtu621",0.107238615721764,0.353434947832732,-0.701830891793289,0.0871278783979278,0.827352334093051,1.52918322588634
"Diapriidae sp. SlikokOtu783",0.0773478151323608,0.375515104668865,-0.737925234606308,0.0698532143122761,0.847911175639888,1.5858364102462
"Diastata vagans",0.0821662118804444,0.379224294833207,-0.754058311827727,0.0667577926871979,0.849734837155293,1.60379314898302
"Dichelotarsus fissilis",-0.0265773428317388,0.358124759630379,-0.784850866030527,-0.0204994396056167,0.776745819994275,1.5615966860248
"Dichelotarsus heteronychus",-0.135780053607491,0.363360416963044,-0.858814288463667,-0.122449897640335,0.681771800795758,1.54058608925943
"Dichelotarsus laevicollis",-0.171047649663167,0.362656880163011,-0.848698124682916,-0.15893569239456,0.641506259752608,1.49020438443552
"Dichopygina sp. BOLD:AAP8780",0.17868391412984,0.32396155527982,-0.50607725585345,0.180207122378434,0.793608890636493,1.29968614648994
"Dicranomyia sp. BOLD:AAI1350",-0.112546359975838,0.348441177034622,-0.854368523803063,-0.0855527103231411,0.647740855689189,1.50210937949225
"Dicranomyia sp. SlikokOtu1572",-0.109752864778959,0.34727274710205,-0.840505744701691,-0.076839483581971,0.675600574407552,1.51610631910924
"Dicranomyia sp. SlikokOtu2072",-0.0918816687255266,0.360625470599642,-0.839896036011288,-0.0869175096820046,0.734589096065673,1.57448513207696
"Dicrotendipes modestus",0.17842324752208,0.299455742814633,-0.555435339345195,0.218621012308221,0.737561320860172,1.29299666020537
"Dictyna arundinacea",-0.0904229423966393,0.269898288383568,-0.692982129752955,-0.0314627364320692,0.343257869429893,1.03623999918285
"Dictyna brevitarsa",0.121541224950341,0.338971837156564,-0.588472950436715,0.0887794900198564,0.838451205490923,1.42692415592764
"Dictyna uncinata",-0.0563630046879363,0.349096882019253,-0.708575067820265,-0.0613528501373133,0.627726117063551,1.33630118488382
"Dicyrtomidae sp. BOLD:AAN5070",-0.110176630663372,0.337360768787937,-0.79078638413643,-0.141018173412421,0.667190306878526,1.45797669101496
"Dicyrtomidae sp. BOLD:ACU7232",0.189764995623911,0.344229050753315,-0.544841795759468,0.165886149803832,0.854025412318874,1.39886720807834
"Dikraneura sp. BOLD:AAO8307",0.192414432184238,0.369656524813893,-0.584089650275243,0.197456709450686,0.85879595486404,1.44288560513928
"Dikraneura sp. BOLD:AAV0227",0.0422696430343273,0.303126799491412,-0.519881476518878,0.0569009105723743,0.617155946150969,1.13703742266985
"Dikraneura sp. SlikokOtu1253",0.0991918317258562,0.361082640881361,-0.711828702148141,0.0836304576521618,0.83037977903482,1.54220848118296
"Dikraneura sp. SlikokOtu1559",-0.100785239097116,0.355631845183,-0.854098776079796,-0.0677615611190085,0.695882625846535,1.54998140192633
"Dilophus femoratus",-0.158381234222731,0.308697458894719,-0.751266953289127,-0.197536603615736,0.602588090356734,1.35385504364586
"Dinotrema sp. jft01",0.0272291703300427,0.334028831131554,-0.730747738248996,0.027645820970116,0.738026501319077,1.46877423956807
"Diplazon sp. BOLD:AAD1879",0.0612928350924557,0.339409617910971,-0.719744873785759,0.0429564556686663,0.798865902470871,1.51861077625663
"Diptera sp. SlikokOtu115",0.0988627822929527,0.336598230926801,-0.631411238736898,0.0727365864942829,0.816955802908188,1.44836704164509
"Diptera sp. SlikokOtu1214",0.0456115356078498,0.331531929122943,-0.693955248681208,0.036231438091608,0.777636971138247,1.47159221981946
"Diptera sp. SlikokOtu1286",0.0479560364438913,0.339344485825824,-0.728574024014522,0.0331858018282882,0.822181928177019,1.55075595219154
"Diptera sp. SlikokOtu1341",0.0567694441924821,0.361909772331113,-0.747133563722739,0.0443031562241437,0.844550349844143,1.59168391356688
"Diptera sp. SlikokOtu1548",0.0518355940961282,0.354080762151864,-0.714039476927696,0.0400201265635318,0.818062153937764,1.53210163086546
"Diptera sp. SlikokOtu1738",-0.0374855362970408,0.360589014410433,-0.847238689209053,-0.0227831004404837,0.760871604726404,1.60811029393546
"Diptera sp. SlikokOtu1798",0.122627607498059,0.342893858412997,-0.634562170555849,0.0977267812985669,0.841540411202329,1.47610258175818
"Diptera sp. SlikokOtu1819",-0.134215780963884,0.355268399577747,-0.826817334711005,-0.106053519684819,0.660300772440585,1.48711810715159
"Diptera sp. SlikokOtu1847",-0.124833603294535,0.358612955879065,-0.858913062322991,-0.091909262981588,0.630176492706466,1.48908955502946
"Diptera sp. SlikokOtu1909",-0.0341425849508493,0.34218246442956,-0.784285340392335,-0.0206156596229933,0.706861952908846,1.49114729330118
"Diptera sp. SlikokOtu1986",0.093401737181934,0.362650492378906,-0.673242535992326,0.0706020241936822,0.846616756246047,1.51985929223837
"Diptera sp. SlikokOtu2041",-0.0829558926730617,0.361674267899387,-0.836124614482722,-0.0748070473333475,0.711394492097266,1.54751910657999
"Diptera sp. SlikokOtu2195",-0.00551721695382759,0.348170651066814,-0.774543972692277,0.0186705384693889,0.743773575562596,1.51831754825487
"Diptera sp. SlikokOtu2276",0.0874311133950477,0.368089597306371,-0.716427507880759,0.0684237615434506,0.816959640924073,1.53338714880483
"Diptera sp. SlikokOtu2326",0.0858937592041037,0.374317969797565,-0.737595129275917,0.0707832964902548,0.83158940898927,1.56918453826519
"Diptera sp. SlikokOtu627",0.0431100797362772,0.328113131906465,-0.751778661804105,0.0374141973489777,0.770678409680416,1.52245707148452
"Diptera sp. SlikokOtu937",0.02895435310969,0.35340630746745,-0.786133833069262,0.0308434980872704,0.804730434150319,1.59086426721958
"Ditomyiidae sp. BOLD:AAP8153",0.109823112406731,0.324964676173325,-0.598324010715391,0.0805650671510337,0.813744365999463,1.41206837671485
"Dolerus gessneri",-0.00657366530808379,0.323215040145676,-0.751152267693843,0.0145171122575239,0.670908819408959,1.4220610871028
"Dolerus sp. SlikokOtu789",-0.0114835412321637,0.334375491390978,-0.759574868091102,-0.0153476691075745,0.702163782914681,1.46173865100578
"Dolerus subfasciatus",0.00269739334586533,0.342160769061854,-0.715930480186274,0.000446289206734233,0.8008178515044,1.51674833169067
"Dolichopodidae sp. BOLD:ACC7206",0.0500014607947043,0.324831428460646,-0.729008557937771,0.0383524801216171,0.786414222357039,1.51542278029481
"Dolichovespula arenaria",0.0860946475889832,0.353839512968619,-0.688759452820182,0.0658267814043634,0.803367292506473,1.49212674532665
"Dorylomorpha albitarsis",-0.10395366760254,0.348086774390491,-0.840009738957957,-0.0726805763369251,0.681576602522185,1.52158634148014
"Dorylomorpha xanthopus",0.105841739621159,0.340229746511322,-0.635776122768911,0.0818907969056777,0.818582985443147,1.45435910821206
"Draeculacephala sp. BOLD:AAG8811",0.0290349002120239,0.365334492089141,-0.722652390353588,0.033095794537875,0.758825484095629,1.48147787444922
"Drosophila affinis",0.0581126466173878,0.369909535312275,-0.756894656809662,0.0553427020241136,0.78941368746512,1.54630834427478
"Drosophila neotestacea",0.0969030187844219,0.353656331429982,-0.709667817131364,0.0751688005031087,0.834960393391535,1.5446282105229
"Drosophila sp. BOLD:ACC5507",0.107241031037072,0.356886797937717,-0.696949193847508,0.0862720872485448,0.825686409140304,1.52263560298781
"Drosophila subquinaria",0.0793083369392546,0.361514290666455,-0.710967362386347,0.0648559422931736,0.831589851793105,1.54255721417945
"Drosophilidae sp. BOLD:ACA9551",0.0529654912064876,0.281118432293184,-0.628515998407262,0.0724550345938416,0.670440850748204,1.29895684915547
"Dynatosoma sp. BOLD:ACL3264",0.0433654682581389,0.346240972395706,-0.720785042636498,0.0352915998283715,0.773326757077101,1.4941117997136
"Dysstroma citrata",-0.140256499312551,0.334767423657818,-0.837163674508866,-0.124635845223224,0.596158013048254,1.43332168755712
"Eanus decoratus",-0.438630914559784,0.319529282803841,-0.928555070452578,-0.467460677135333,0.302241562399244,1.23079663285182
"Elasmostethus interstinctus",0.0872373603213798,0.319857295456175,-0.657589910138988,0.113643422763528,0.724670825772153,1.38226073591114
"Elymana inornata",-0.094472737005535,0.272217358859232,-0.798841506694263,-0.015274356301881,0.371226562568007,1.17006806926227
"Emblyna annulipes",-0.0382069597792974,0.35288280945787,-0.750447170898329,-0.0385096074764177,0.688073496273691,1.43852066717202
"Emblyna manitoba",0.15444528712129,0.357917948928893,-0.669972547714304,0.144138620602961,0.851118572798132,1.52109112051244
"Empididae sp. BOLD:AAF9792",0.099309798466863,0.321927225969628,-0.673908824653496,0.12795245193227,0.738832513359941,1.41274133801344
"Empididae sp. BOLD:AAP8917",-0.039789359147215,0.351683383363637,-0.791572770558842,-0.0308003452254927,0.76134321899455,1.55291598955339
"Empididae sp. SlikokOtu2000",0.0125967664687478,0.347836059871186,-0.725443760619153,0.0140636058130388,0.786694409698577,1.51213817031773
"Encyrtidae sp. SlikokOtu765",-0.082714107280448,0.369078401163028,-0.825184726740678,-0.0703410158776099,0.744407207847518,1.5695919345882
"Entomobrya nivalis",-0.139601818363297,0.344490946513023,-0.797115706831013,-0.145455985912825,0.542075486249363,1.33919119308038
"Enytus apostata",-0.0915665439880946,0.365224104793948,-0.851490956083673,-0.0720553378584756,0.683509512416493,1.53500046850017
"Ephedrus incompletus",0.0773245522798389,0.365850272650432,-0.683335529734509,0.0604102729127405,0.826775755355076,1.51011128508958
"Ephedrus lacertosus",-0.0866805931468026,0.35038975488086,-0.763942591163729,-0.0835769040509048,0.571574688621716,1.33551727978544
"Ephedrus plagiator",-0.103744966924702,0.352813852463101,-0.838493038836851,-0.0743572997308076,0.673327087773994,1.51182012661085
"Ephedrus sp. SlikokOtu1477",-0.0878311894123759,0.350991152788826,-0.809530603590553,-0.0690044526889993,0.669319228485033,1.47884983207559
"Epinotia albangulana",-0.034241487734206,0.33955578886152,-0.76270439148099,-0.0282573915545902,0.753054213978048,1.51575860545904
"Eremobina claudens",-0.0820718088957186,0.348154297706284,-0.790473229837967,-0.0725682513769805,0.714803908353033,1.505277138191
"Erigone atra",-0.104707239260678,0.339344045034529,-0.823300503499497,-0.0799466521562503,0.655047392500346,1.47834789599984
"Erioptera sp. BOLD:ABV1765",-0.160421186636388,0.35535789577646,-0.876122914081125,-0.115033834310626,0.604998520634581,1.48112143471571
"Erioptera sp. BOLD:ABW8836",0.13226887531361,0.374326889477051,-0.689081655817309,0.108362923283002,0.856433706544395,1.5455153623617
"Errastunus ocellaris",0.0930167995754518,0.370205285677449,-0.730330969710764,0.0764311828915832,0.828300098566563,1.55863106827733
"Estrandia grandaeva",-0.235054208297539,0.306876465587043,-0.79225764270304,-0.255723072556699,0.378626656869149,1.17088429957219
"Euceraphis borealis",-0.166473909880632,0.364233311506817,-0.86668782835793,-0.156867576106962,0.642854549794185,1.50954237815212
"Euceraphis papyrifericola",-0.152956102646874,0.333376070595514,-0.769554429644412,-0.160190846131484,0.543074541599428,1.31262897124384
"Euceraphis sp. SlikokOtu666",-0.234965484571088,0.344158263877648,-0.857496502054592,-0.231489436911817,0.549346648501144,1.40684315055574
"Euclytia flava",0.200426134924365,0.361006047588775,-0.647596137856733,0.183079450122977,0.869361355051974,1.51695749290871
"Euclytia sp. SlikokOtu889",0.115108004078223,0.341616927859133,-0.642029684725138,0.0884840099349992,0.826344144644187,1.46837382936932
"Euconulus fulvus",-0.0865441198774472,0.257332848314122,-0.750583348236416,-0.0141776566983936,0.350314470609353,1.10089781884577
"Eudorylas sabroskyi",-0.219389766797612,0.361071434136261,-0.880574395285248,-0.20596230798885,0.609224087969597,1.48979848325484
"Eudorylas slovacus",-0.115493381121853,0.311247651003924,-0.77126940055169,-0.0753759691179447,0.524230526089265,1.29549992664096
"Eudorylas sp. SlikokOtu2104",-0.121905902170903,0.347474197229317,-0.841937525629661,-0.0751609607375724,0.616020145484156,1.45795767111382
"Euhybus triplex",0.0405820580539308,0.263825837244512,-0.402158840259576,-0.0276863574370874,0.704001033001811,1.10615987326139
"Eulophidae sp. SlikokOtu1846",-0.0977771995175798,0.362334004307533,-0.846589907300152,-0.0734922350289679,0.686033185982758,1.53262309328291
"Eulophidae sp. SlikokOtu2155",-0.104831808819403,0.367369982392488,-0.865385547522677,-0.0809911809847911,0.676924398135219,1.5423099456579
"Eupeodes lapponicus",-0.246038206357351,0.352854112126332,-0.893603559428702,-0.227846280808558,0.516580121415726,1.41018368084443
"Eupeodes sp. SlikokOtu453",-0.100017392560989,0.381283803446075,-0.856507338138184,-0.0824676988588662,0.750204970906742,1.60671230904493
"Eupithecia cf. misturata",-0.108565667122219,0.360397134386793,-0.851306683057759,-0.0777870440659836,0.675304596828916,1.52661127988668
"Eupodidae sp. BOLD:AAL8163",0.118840879149063,0.339483917018339,-0.619073424225618,0.0815560669322868,0.840193472673515,1.45926689689913
"Eurois occulta",0.0720921927072138,0.369896889823142,-0.703971896396037,0.0602589847661227,0.83642366958498,1.54039556598102
"Euscelis sp. BOLD:ACG7815",0.0256329781127009,0.321513447063751,-0.738420322303454,0.0274113082946111,0.725859235656293,1.46427955795975
"Euthyneura sp. BOLD:AAF9859",0.0893126660884046,0.381211473898045,-0.702893708221206,0.0943043179464564,0.812287671484038,1.51518137970524
"Evacanthus acuminatus",-0.136124157745377,0.363118554723765,-0.848380302029147,-0.137449590053106,0.658576653196624,1.50695695522577
"Evacanthus grandipes",-0.174668375232799,0.362704335273695,-0.849694893308647,-0.162025320631222,0.635187117928364,1.48488201123701
"Evacanthus sp. nr. BOLD:ACW2814",-0.0902267833298609,0.342219489525033,-0.808087636009137,-0.0692114153351805,0.676175173849032,1.48426280985817
"Exechia borealis",0.0743511760892139,0.33900189976956,-0.684118247857484,0.0698601377546425,0.773555398235363,1.45767364609285
"Exechia contaminata",-0.112368474772664,0.338018529130808,-0.849344990114819,-0.0801133905618762,0.6553632180536,1.50470820816842
"Exechia frigida",0.194955902307019,0.346663359634503,-0.586937014169197,0.186321608766234,0.855242085548584,1.44217909971778
"Exechia parva",0.0336931093300999,0.374697902506257,-0.754640236441697,0.0237820005669377,0.827253598935362,1.58189383537706
"Exechia sp. BOLD:AAM8996",0.0902894980283615,0.355288625605007,-0.720066189157457,0.0790494259049384,0.802840197544876,1.52290638670233
"Exechia sp. BOLD:AAQ3544",0.0088457751052877,0.364090053980766,-0.704263817107669,0.00307699889111786,0.700571249786464,1.40483506689413
"Exechia sp. BOLD:ACC3725",0.173809482704307,0.356277293452371,-0.632047030315871,0.159528894196229,0.845418460412574,1.47746549072844
"Exechia sp. BOLD:ACO2323",0.186562102740053,0.354220157275314,-0.581118285916224,0.161805674020768,0.881954952948444,1.46307323886467
"Exechia sp. BOLD:ACX9219",0.0543625238077071,0.352722183092029,-0.688977632554503,0.0400084473338499,0.801188950671709,1.49016658322621
"Exechia sp. SlikokOtu1639",0.115282992664825,0.370129609108916,-0.681951266206838,0.0839205813365155,0.851380585167999,1.53333185137484
"Exechia sp. SlikokOtu1955",0.092232968392056,0.344337665842607,-0.717695041128677,0.0716556513292746,0.80876417197668,1.52645921310536
"Exechia sp. SlikokOtu887",0.121596061900958,0.351040819029559,-0.682093804202848,0.096339162560739,0.846310968660638,1.52840477286349
"Exechia unimaculata",0.147246842160459,0.355157643757243,-0.637807474074331,0.111103605084266,0.867340914652898,1.50514838872723
"Exechiopsis sp. BOLD:ACI5770",-0.0699229670729041,0.368298788836227,-0.808303974741756,-0.0625810549169458,0.7481489078751,1.55645288261686
"Exothecinae sp. BOLD:AAM7467",-0.0562718430848987,0.359537775041931,-0.800800476906934,-0.0484869923975507,0.736402088719097,1.53720256562603
"Fannia aethiops",-0.116449552495383,0.363115296066288,-0.841553870660696,-0.107448181545602,0.710746063532862,1.55229993419356
"Fannia brooksi",-0.263937035252988,0.333823741369674,-0.841984855816098,-0.288717082101958,0.479019261075398,1.3210041168915
"Fannia ciliatissima",0.038552789509914,0.341993442230724,-0.730858840893558,0.0359687563060901,0.784352147903685,1.51521098879724
"Fannia metallipennis",-0.147406507520436,0.341233113406506,-0.816404716058372,-0.127444581028094,0.609183152224734,1.42558786828311
"Fannia postica",0.425295874444642,0.286700305267172,-0.153347228986971,0.408093298455611,0.919288861036203,1.07263609002317
"Fannia serena",-0.0689838403323506,0.345816921467731,-0.769531418848499,-0.0625794945186071,0.709072063570324,1.47860348241882
"Fannia sp. BOLD:ABY7010",0.0808174290405232,0.30763021846111,-0.627860556852707,0.0923792813686521,0.743127351758304,1.37098790861101
"Fannia sp. cf. CNKOD598-14",-0.120394988402951,0.350165150301398,-0.833669514161318,-0.0874117080967259,0.616755068754546,1.45042458291586
"Fannia sp. SlikokOtu1881",-0.0817883587791518,0.354486252635126,-0.800863674520756,-0.0617813931835392,0.697924389102231,1.49878806362299
"Fannia sp. SlikokOtu1956",0.0933283268432272,0.341244758936899,-0.650636029918735,0.0766739985882086,0.806815960651383,1.45745199057012
"Fannia sp. SlikokOtu735",-0.0922012330110305,0.353997411334955,-0.842816085485408,-0.0715797475135026,0.701781348912851,1.54459743439826
"Fannia sp. SlikokOtu974",-0.0677304542067741,0.354105370638593,-0.809230246102772,-0.0654367217940086,0.737804399054762,1.54703464515753
"Fannia sp. SSBAE218-13",0.0841777089098645,0.354113512940852,-0.681909285532174,0.0907944569950787,0.763831052646925,1.4457403381791
"Fannia sp. SSJAF3282-13",0.434729803856686,0.317594010164257,-0.295568703339471,0.469277643720196,0.927345515992828,1.2229142193323
"Fannia spathiophora",-0.0450638930199459,0.289983467867983,-0.516404434679811,-0.102084185574067,0.680374572141417,1.19677900682123
"Fannia subpellucens",-0.149144814382888,0.361838877434107,-0.802912492555914,-0.161789745715862,0.560572236566523,1.36348472912244
"Fannia verrallii",0.0777307411302493,0.366839732417774,-0.701644560943455,0.0690283234821712,0.828701819328259,1.53034638027171
"Forcipata loca",0.0125295480510348,0.332147670573415,-0.739377506617664,0.0237441016422964,0.763126207588791,1.50250371420645
"Forcipomyia sp. BOLD:ACC8289",0.0896867555581815,0.355408803972374,-0.73253832624,0.0737062240564123,0.814577101389072,1.54711542762907
